Loc Type,A,B,Source ID,AT Grp,FT Grp,AM_est,MD_est,PM_est,EV_est,EA_est,Daily_est,AT,FT,Daily_obs,AM_obs,MD_obs,PM_obs,EV_obs,EA_obs,AM_ratio,AM_diff,AM_pctdiff,AM_absdiff,AM_rmse,MD_ratio,MD_diff,MD_pctdiff,MD_absdiff,MD_rmse,PM_ratio,PM_diff,PM_pctdiff,PM_absdiff,PM_rmse,EV_ratio,EV_diff,EV_pctdiff,EV_absdiff,EV_rmse,EA_ratio,EA_diff,EA_pctdiff,EA_absdiff,EA_rmse,Daily_ratio,Daily_diff,Daily_pctdiff,Daily_absdiff,Daily_rmse,AB
SF Count,22988,22968,sfmta9,Urb,Loc,215.91225,427.9982,189.18231,243.07373,24.39185,1100.55834,3.0,11.0,165.5,36.5,58.5,40.0,29.0,1.5,5.9154041095890415,179.41225,491.54041095890415,179.41225,179.41225,7.316208547008547,369.4982,631.6208547008547,369.4982,369.4982,4.72955775,149.18231,372.955775,149.18231,149.18231,8.38185275862069,214.07373,738.185275862069,214.07373,214.07373,16.261233333333333,22.89185,1526.1233333333334,22.89185,22.89185,6.649899335347432,935.05834,564.9899335347432,935.05834,935.05834,22988 22968
SF Count,22968,22988,sfmta10,Urb,Loc,170.78609,420.88641,223.84363,245.19318,32.46455,1093.1738599999999,3.0,11.0,189.0,40.0,72.0,53.5,22.0,1.5,4.26965225,130.78609,326.96522500000003,130.78609,130.78609,5.845644583333334,348.88641,484.5644583333334,348.88641,348.88641,4.183993084112149,170.34363,318.3993084112149,170.34363,170.34363,11.145144545454546,223.19318,1014.5144545454546,223.19318,223.19318,21.643033333333335,30.964550000000003,2064.3033333333333,30.964550000000003,30.964550000000003,5.783988677248677,904.1738599999999,478.39886772486767,904.1738599999999,904.1738599999999,22968 22988
SF Count,26007,26004,sfmta11,UrbBiz,Col,2194.0835,4254.37988,1868.39331,1135.81213,155.47125,9608.140070000001,2.0,4.0,4413.5,828.0,1794.5,960.0,777.5,53.5,2.6498592995169084,1366.0835000000002,164.98592995169082,1366.0835000000002,1366.0835000000002,2.3707884536082475,2459.8798800000004,137.07884536082477,2459.8798800000004,2459.8798800000004,1.9462430312499999,908.3933099999999,94.624303125,908.3933099999999,908.3933099999999,1.46085161414791,358.31213,46.085161414790996,358.31213,358.31213,2.9060046728971964,101.97125,190.60046728971963,101.97125,101.97125,2.1769888002718933,5194.640070000001,117.69888002718933,5194.640070000001,5194.640070000001,26007 26004
SF Count,26007,26004,sfmta13,UrbBiz,Col,2194.0835,4254.37988,1868.39331,1135.81213,155.47125,9608.140070000001,2.0,4.0,4413.5,828.0,1794.5,960.0,777.5,53.5,2.6498592995169084,1366.0835000000002,164.98592995169082,1366.0835000000002,1366.0835000000002,2.3707884536082475,2459.8798800000004,137.07884536082477,2459.8798800000004,2459.8798800000004,1.9462430312499999,908.3933099999999,94.624303125,908.3933099999999,908.3933099999999,1.46085161414791,358.31213,46.085161414790996,358.31213,358.31213,2.9060046728971964,101.97125,190.60046728971963,101.97125,101.97125,2.1769888002718933,5194.640070000001,117.69888002718933,5194.640070000001,5194.640070000001,26007 26004
SF Count,26004,26007,sfmta12,UrbBiz,Col,1091.06201,3022.33789,1550.78467,1878.27295,174.73329,7717.19081,2.0,4.0,3303.5,481.0,1146.5,795.0,853.5,27.5,2.2683201871101875,610.0620100000001,126.83201871101872,610.0620100000001,610.0620100000001,2.636142948102922,1875.8378899999998,163.61429481029217,1875.8378899999998,1875.8378899999998,1.9506725408805032,755.78467,95.06725408805032,755.78467,755.78467,2.20067129466901,1024.77295,120.067129466901,1024.77295,1024.77295,6.3539378181818185,147.23329,535.3937818181819,147.23329,147.23329,2.336065024973513,4413.69081,133.6065024973513,4413.69081,4413.69081,26004 26007
SF Count,26004,26007,sfmta14,UrbBiz,Col,1091.06201,3022.33789,1550.78467,1878.27295,174.73329,7717.19081,2.0,4.0,3303.5,481.0,1146.5,795.0,853.5,27.5,2.2683201871101875,610.0620100000001,126.83201871101872,610.0620100000001,610.0620100000001,2.636142948102922,1875.8378899999998,163.61429481029217,1875.8378899999998,1875.8378899999998,1.9506725408805032,755.78467,95.06725408805032,755.78467,755.78467,2.20067129466901,1024.77295,120.067129466901,1024.77295,1024.77295,6.3539378181818185,147.23329,535.3937818181819,147.23329,147.23329,2.336065024973513,4413.69081,133.6065024973513,4413.69081,4413.69081,26004 26007
SF Count,27478,27486,sfmta15,Urb,Loc,118.93278,302.37503,168.40752,175.05937,19.45114,784.22584,3.0,11.0,1132.0,192.0,448.0,244.0,235.0,13.0,0.6194415624999999,-73.06722,-38.05584375,73.06722,73.06722,0.6749442633928571,-145.62497000000002,-32.50557366071429,145.62497000000002,145.62497000000002,0.6901947540983607,-75.59248,-30.98052459016393,75.59248,75.59248,0.7449334893617021,-59.94063,-25.50665106382979,59.94063,59.94063,1.4962415384615384,6.451139999999999,49.62415384615383,6.451139999999999,6.451139999999999,0.6927790106007067,-347.77416000000005,-30.72209893992933,347.77416000000005,347.77416000000005,27478 27486
SF Count,27486,27478,sfmta16,Urb,Loc,145.46904,110.44891,64.68378,46.6889,3.54513,370.83576,3.0,11.0,1244.0,175.0,509.0,307.0,244.0,9.0,0.8312516571428572,-29.530959999999993,-16.874834285714282,29.530959999999993,29.530959999999993,0.21699196463654224,-398.55109,-78.30080353634578,398.55109,398.55109,0.21069635179153093,-242.31622,-78.9303648208469,242.31622,242.31622,0.19134795081967212,-197.3111,-80.8652049180328,197.3111,197.3111,0.3939033333333333,-5.45487,-60.60966666666666,5.45487,5.45487,0.2980994855305466,-873.1642400000001,-70.19005144694535,873.1642400000001,873.1642400000001,27486 27478
SF Count,27623,27625,sfmta17,Urb,Loc,10.40537,34.87853,70.52641,25.69315,1.42516,142.92862,3.0,11.0,432.0,10.0,160.0,75.0,181.0,6.0,1.040537,0.40536999999999956,4.053699999999996,0.40536999999999956,0.40536999999999956,0.2179908125,-125.12147,-78.20091875,125.12147,125.12147,0.9403521333333333,-4.4735900000000015,-5.964786666666669,4.4735900000000015,4.4735900000000015,0.14195110497237567,-155.30685,-85.80488950276242,155.30685,155.30685,0.23752666666666666,-4.57484,-76.24733333333333,4.57484,4.57484,0.33085328703703704,-289.07138,-66.91467129629629,289.07138,289.07138,27623 27625
SF Count,27625,27623,sfmta18,Urb,Loc,5.61068,18.14264,10.3538,31.55061,1.19213,66.84986,3.0,11.0,761.0,7.0,281.0,137.0,330.0,6.0,0.8015257142857143,-1.3893199999999997,-19.847428571428566,1.3893199999999997,1.3893199999999997,0.06456455516014235,-262.85735999999997,-93.54354448398576,262.85735999999997,262.85735999999997,0.07557518248175182,-126.6462,-92.44248175182481,126.6462,126.6462,0.09560790909090909,-298.44939,-90.43920909090909,298.44939,298.44939,0.19868833333333333,-4.80787,-80.13116666666667,4.80787,4.80787,0.08784475689881735,-694.15014,-91.21552431011825,694.15014,694.15014,27625 27623
SF Count,23677,23675,sfmta19,UrbBiz,Loc,215.9185,288.85904,166.61595,211.53082,29.77711,912.7014199999999,2.0,11.0,2630.0,401.0,959.0,489.0,713.0,68.0,0.5384501246882792,-185.0815,-46.15498753117207,185.0815,185.0815,0.3012085922836288,-670.14096,-69.87914077163711,670.14096,670.14096,0.34072791411042946,-322.38405,-65.92720858895706,322.38405,322.38405,0.2966771669004208,-501.46918,-70.33228330995792,501.46918,501.46918,0.4378986764705882,-38.22289,-56.21013235294118,38.22289,38.22289,0.34703476045627374,-1717.2985800000001,-65.29652395437263,1717.2985800000001,1717.2985800000001,23677 23675
SF Count,23675,23677,sfmta20,UrbBiz,Loc,98.26515,262.10333,75.69622,151.26517,9.53302,596.86289,2.0,11.0,2620.0,482.0,894.0,587.0,562.0,95.0,0.20386960580912863,-383.73485,-79.61303941908714,383.73485,383.73485,0.2931804586129754,-631.89667,-70.68195413870247,631.89667,631.89667,0.12895437819420782,-511.30378,-87.10456218057921,511.30378,511.30378,0.26915510676156584,-410.73483,-73.08448932384341,410.73483,410.73483,0.10034757894736843,-85.46698,-89.96524210526317,85.46698,85.46698,0.22781026335877863,-2023.1371100000001,-77.21897366412213,2023.1371100000001,2023.1371100000001,23675 23677
SF Count,25814,25821,sfmta21,Core/CBD,Art,707.49866,1941.78284,1024.97986,1644.05359,437.09637,5755.41132,1.0,12.0,4792.5,565.0,1845.0,939.5,1365.0,78.0,1.2522100176991149,142.49865999999997,25.2210017699115,142.49865999999997,142.49865999999997,1.0524568238482386,96.78284000000008,5.245682384823853,96.78284000000008,96.78284000000008,1.0909844172432144,85.47985999999992,9.09844172432144,85.47985999999992,85.47985999999992,1.2044348644688645,279.05359,20.443486446886446,279.05359,279.05359,5.603799615384615,359.09637,460.3799615384615,359.09637,359.09637,1.200920463223787,962.9113200000002,20.09204632237872,962.9113200000002,962.9113200000002,25814 25821
SF Count,25821,25828,sfmta22,Core/CBD,Art,684.61536,1886.04944,1002.61322,1557.58691,428.04636,5558.91129,1.0,12.0,4792.5,565.0,1845.0,939.5,1365.0,78.0,1.2117086017699115,119.61536000000001,21.17086017699115,119.61536000000001,119.61536000000001,1.0222490189701896,41.049440000000004,2.2249018970189707,41.049440000000004,41.049440000000004,1.0671774560936669,63.113219999999956,6.71774560936668,63.113219999999956,63.113219999999956,1.1410893113553113,192.58691,14.108931135531137,192.58691,192.58691,5.487773846153846,350.04636,448.7773846153846,350.04636,350.04636,1.1599188920187793,766.41129,15.991889201877935,766.41129,766.41129,25821 25828
SF Count,23748,23744,sfmta23,UrbBiz,Loc,37.49127,72.4172,37.02412,63.9306,3.73854,214.60173,2.0,11.0,973.0,150.5,398.5,225.0,184.5,14.5,0.24911142857142857,-113.00873,-75.08885714285715,113.00873,113.00873,0.18172446675031367,-326.0828,-81.82755332496863,326.0828,326.0828,0.16455164444444445,-187.97588,-83.54483555555555,187.97588,187.97588,0.34650731707317073,-120.5694,-65.34926829268292,120.5694,120.5694,0.2578303448275862,-10.76146,-74.21696551724138,10.76146,10.76146,0.22055676258992807,-758.39827,-77.9443237410072,758.39827,758.39827,23748 23744
SF Count,23744,23748,sfmta24,UrbBiz,Loc,64.66518,163.43436,87.12792,122.06689,8.09338,445.38773000000003,2.0,11.0,1243.0,223.5,437.5,339.5,226.5,16.0,0.28932966442953023,-158.83481999999998,-71.06703355704697,158.83481999999998,158.83481999999998,0.3735642514285714,-274.06564000000003,-62.64357485714286,274.06564000000003,274.06564000000003,0.2566359941089838,-252.37207999999998,-74.33640058910161,252.37207999999998,252.37207999999998,0.5389266666666667,-104.43311,-46.10733333333334,104.43311,104.43311,0.50583625,-7.90662,-49.416375,7.90662,7.90662,0.358316757843926,-797.61227,-64.1683242156074,797.61227,797.61227,23744 23748
SF Count,26144,25819,sfmta25,Core/CBD,Col,694.99365,1415.44934,634.42358,974.52533,79.48333,3798.87523,1.0,4.0,2290.0,494.0,796.0,522.0,432.0,46.0,1.4068697368421053,200.99365,40.68697368421053,200.99365,200.99365,1.7782026884422109,619.4493399999999,77.82026884422109,619.4493399999999,619.4493399999999,1.2153708429118775,112.42358000000002,21.537084291187742,112.42358000000002,112.42358000000002,2.255845671296296,542.52533,125.58456712962965,542.52533,542.52533,1.7278984782608695,33.483329999999995,72.78984782608696,33.483329999999995,33.483329999999995,1.658897480349345,1508.87523,65.8897480349345,1508.87523,1508.87523,26144 25819
SF Count,25819,26144,sfmta26,Core/CBD,Col,168.53532,968.76019,614.29205,314.06241,21.4775,2087.12747,1.0,4.0,2079.0,340.0,678.0,488.0,542.0,31.0,0.49569211764705884,-171.46468,-50.43078823529411,171.46468,171.46468,1.428849837758112,290.76018999999997,42.8849837758112,290.76018999999997,290.76018999999997,1.2587951844262295,126.29205000000002,25.879518442622956,126.29205000000002,126.29205000000002,0.5794509409594096,-227.93759,-42.05490590405904,227.93759,227.93759,0.6928225806451612,-9.5225,-30.717741935483872,9.5225,9.5225,1.003909316979317,8.127469999999903,0.39093169793169324,8.127469999999903,8.127469999999903,25819 26144
SF Count,22543,33462,sfmta27,Urb,Loc,0.3,0.46667,0.6,3.23333,0.13333,4.73333,3.0,11.0,138.0,6.0,44.0,30.0,48.0,10.0,0.049999999999999996,-5.7,-95.0,5.7,5.7,0.010606136363636363,-43.53333,-98.93938636363636,43.53333,43.53333,0.02,-29.4,-98.0,29.4,29.4,0.06736104166666666,-44.76667,-93.26389583333334,44.76667,44.76667,0.013333000000000001,-9.86667,-98.66669999999999,9.86667,9.86667,0.034299492753623186,-133.26667,-96.57005072463768,133.26667,133.26667,22543 33462
SF Count,33462,22543,sfmta28,Urb,Loc,0.06667,0.2,0.96667,2.95,0.0,4.18334,3.0,11.0,145.0,23.0,52.0,26.0,40.0,4.0,0.0028986956521739127,-22.93333,-99.71013043478261,22.93333,22.93333,0.0038461538461538464,-51.8,-99.6153846153846,51.8,51.8,0.03717961538461539,-25.03333,-96.28203846153845,25.03333,25.03333,0.07375000000000001,-37.05,-92.62499999999999,37.05,37.05,0.0,-4.0,-100.0,4.0,4.0,0.028850620689655174,-140.81666,-97.11493793103449,140.81666,140.81666,33462 22543
SF Count,27498,27504,sfmta29,Urb,Loc,24.10711,81.40614,48.24651,95.29176,6.76511,255.81662999999998,3.0,11.0,1367.5,260.5,510.0,312.5,261.0,23.5,0.09254168905950096,-236.39289,-90.7458310940499,236.39289,236.39289,0.15961988235294117,-428.59386,-84.03801176470589,428.59386,428.59386,0.154388832,-264.25349,-84.56111680000001,264.25349,264.25349,0.36510252873563215,-165.70824,-63.48974712643678,165.70824,165.70824,0.28787702127659576,-16.73489,-71.21229787234043,16.73489,16.73489,0.18706883363802557,-1111.68337,-81.29311663619744,1111.68337,1111.68337,27498 27504
SF Count,27504,27498,sfmta30,Urb,Loc,15.95242,70.61742,41.90083,97.37166,6.95109,232.79342,3.0,11.0,1524.0,198.5,620.5,368.0,311.0,26.0,0.0803648362720403,-182.54758,-91.96351637279598,182.54758,182.54758,0.11380728444802578,-549.88258,-88.61927155519741,549.88258,549.88258,0.11386095108695651,-326.09917,-88.61390489130436,326.09917,326.09917,0.31309215434083604,-213.62833999999998,-68.6907845659164,213.62833999999998,213.62833999999998,0.2673496153846154,-19.04891,-73.26503846153845,19.04891,19.04891,0.1527515879265092,-1291.20658,-84.72484120734909,1291.20658,1291.20658,27504 27498
SF Count,27468,27469,sfmta31,Urb,Loc,1.96894,5.37264,5.443,17.38974,0.91667,31.090989999999998,3.0,11.0,696.0,112.0,268.0,174.0,135.5,6.5,0.017579821428571427,-110.03106,-98.24201785714286,110.03106,110.03106,0.020047164179104477,-262.62736,-97.99528358208956,262.62736,262.62736,0.03128160919540229,-168.557,-96.87183908045976,168.557,168.557,0.12833756457564577,-118.11026,-87.16624354243542,118.11026,118.11026,0.14102615384615386,-5.58333,-85.89738461538462,5.58333,5.58333,0.04467096264367816,-664.90901,-95.53290373563217,664.90901,664.90901,27468 27469
SF Count,27469,27468,sfmta32,Urb,Loc,1.49868,4.64854,2.91469,19.16719,1.11818,29.34728,3.0,11.0,380.5,55.5,153.0,92.5,71.0,8.5,0.027003243243243245,-54.00132,-97.29967567567567,54.00132,54.00132,0.030382614379084964,-148.35146,-96.9617385620915,148.35146,148.35146,0.03151016216216216,-89.58531,-96.8489837837838,89.58531,89.58531,0.2699604225352113,-51.832809999999995,-73.00395774647886,51.832809999999995,51.832809999999995,0.1315505882352941,-7.38182,-86.8449411764706,7.38182,7.38182,0.07712819973718792,-351.15272,-92.2871800262812,351.15272,351.15272,27469 27468
SF Count,27636,27638,sfmta33,Urb,Loc,0.5,2.5,2.81667,12.0,0.28333,18.1,3.0,11.0,283.0,44.5,120.5,50.5,65.0,2.5,0.011235955056179775,-44.0,-98.87640449438202,44.0,44.0,0.02074688796680498,-118.0,-97.9253112033195,118.0,118.0,0.05577564356435643,-47.68333,-94.42243564356436,47.68333,47.68333,0.18461538461538463,-53.0,-81.53846153846153,53.0,53.0,0.11333200000000002,-2.21667,-88.6668,2.21667,2.21667,0.06395759717314488,-264.9,-93.60424028268551,264.9,264.9,27636 27638
SF Count,27638,27636,sfmta34,Urb,Loc,0.43465,2.33333,2.23333,11.65,0.43333,17.084640000000004,3.0,11.0,261.0,48.0,100.5,53.5,56.0,3.0,0.009055208333333334,-47.56535,-99.09447916666667,47.56535,47.56535,0.02321721393034826,-98.16667,-97.67827860696518,98.16667,98.16667,0.041744485981308414,-51.26667,-95.82555140186916,51.26667,51.26667,0.2080357142857143,-44.35,-79.19642857142858,44.35,44.35,0.14444333333333334,-2.5666700000000002,-85.55566666666667,2.5666700000000002,2.5666700000000002,0.06545839080459771,-243.91536,-93.45416091954023,243.91536,243.91536,27638 27636
SF Count,23082,23083,sfmta35,Urb,Loc,77.26771,15.71667,405.61749,7.51667,1.05551,507.17404999999997,3.0,11.0,2185.0,335.0,969.0,539.0,296.0,46.0,0.2306498805970149,-257.73229000000003,-76.93501194029851,257.73229000000003,257.73229000000003,0.016219473684210527,-953.28333,-98.37805263157895,953.28333,953.28333,0.7525370871985158,-133.38251000000002,-24.746291280148426,133.38251000000002,133.38251000000002,0.025394155405405405,-288.48333,-97.46058445945947,288.48333,288.48333,0.02294586956521739,-44.94449,-97.70541304347826,44.94449,44.94449,0.2321162700228833,-1677.82595,-76.78837299771166,1677.82595,1677.82595,23082 23083
SF Count,23083,23082,sfmta36,Urb,Loc,1.05,7.15,2.93333,4.5,0.25346,15.886790000000001,3.0,11.0,2438.0,213.0,1002.0,662.0,552.0,9.0,0.004929577464788733,-211.95,-99.50704225352112,211.95,211.95,0.007135728542914172,-994.85,-99.28642714570859,994.85,994.85,0.004431012084592146,-659.06667,-99.55689879154079,659.06667,659.06667,0.008152173913043478,-547.5,-99.18478260869566,547.5,547.5,0.028162222222222224,-8.74654,-97.18377777777776,8.74654,8.74654,0.0065163207547169815,-2422.11321,-99.3483679245283,2422.11321,2422.11321,23083 23082
SF Count,23083,23162,sfmta37,Urb,Loc,137.75508,132.37167,456.07065,65.12402,5.6674,796.98882,3.0,11.0,1166.0,95.0,506.0,329.0,231.0,5.0,1.4500534736842103,42.75507999999999,45.00534736842104,42.75507999999999,42.75507999999999,0.2616040909090909,-373.62833,-73.83959090909092,373.62833,373.62833,1.3862329787234042,127.07065,38.62329787234042,127.07065,127.07065,0.2819221645021645,-165.87598,-71.80778354978355,165.87598,165.87598,1.13348,0.6673999999999998,13.347999999999995,0.6673999999999998,0.6673999999999998,0.683523859348199,-369.01117999999997,-31.6476140651801,369.01117999999997,369.01117999999997,23083 23162
SF Count,23162,23083,sfmta38,Urb,Loc,730.67828,1108.20056,525.0896,581.80621,109.25633,3055.0309799999995,3.0,11.0,998.0,167.0,418.0,230.0,145.0,38.0,4.375319041916168,563.67828,337.5319041916168,563.67828,563.67828,2.6511975119617226,690.20056,165.11975119617225,690.20056,690.20056,2.282998260869565,295.0896,128.29982608695653,295.0896,295.0896,4.012456620689655,436.80620999999996,301.2456620689655,436.80620999999996,436.80620999999996,2.8751665789473684,71.25633,187.51665789473685,71.25633,71.25633,3.0611532865731457,2057.0309799999995,206.11532865731456,2057.0309799999995,2057.0309799999995,23162 23083
SF Count,25754,25749,sfmta39,Core/CBD,Col,90.91408,176.28201,92.51147,63.58757,6.39032,429.68545000000006,1.0,4.0,691.0,132.5,256.0,147.5,147.5,7.5,0.686144,-41.58592,-31.385600000000004,41.58592,41.58592,0.6886016015625,-79.71798999999999,-31.139839843749996,79.71798999999999,79.71798999999999,0.627196406779661,-54.98853,-37.280359322033895,54.98853,54.98853,0.4311021694915254,-83.91243,-56.889783050847456,83.91243,83.91243,0.8520426666666666,-1.10968,-14.795733333333333,1.10968,1.10968,0.6218313314037628,-261.31454999999994,-37.81686685962373,261.31454999999994,261.31454999999994,25754 25749
SF Count,25749,25754,sfmta40,Core/CBD,Col,50.59786,139.8448,102.36923,113.60738,7.78076,414.20002999999997,1.0,4.0,936.5,120.0,408.5,219.5,182.5,6.0,0.4216488333333333,-69.40214,-57.835116666666664,69.40214,69.40214,0.3423373317013464,-268.65520000000004,-65.76626682986537,268.65520000000004,268.65520000000004,0.4663746241457859,-117.13077,-53.36253758542141,117.13077,117.13077,0.622506191780822,-68.89262,-37.7493808219178,68.89262,68.89262,1.2967933333333332,1.78076,29.67933333333333,1.78076,1.78076,0.4422851361452215,-522.29997,-55.77148638547784,522.29997,522.29997,25749 25754
SF Count,26091,26090,sfmta41,UrbBiz,Loc,199.18599,314.42273,195.07086,204.64304,41.09764,954.42026,2.0,11.0,356.0,88.0,125.0,73.0,65.0,5.0,2.2634771590909093,111.18599,126.34771590909091,111.18599,111.18599,2.51538184,189.42273,151.538184,189.42273,189.42273,2.6722035616438355,122.07086000000001,167.2203561643836,122.07086000000001,122.07086000000001,3.1483544615384615,139.64304,214.83544615384616,139.64304,139.64304,8.219528,36.09764,721.9527999999999,36.09764,36.09764,2.680955786516854,598.42026,168.09557865168537,598.42026,598.42026,26091 26090
SF Count,26090,26091,sfmta42,UrbBiz,Loc,1.18333,5.77688,11.74444,17.71667,0.48333,36.904650000000004,2.0,11.0,603.0,104.0,190.0,145.0,154.0,10.0,0.011378173076923077,-102.81667,-98.8621826923077,102.81667,102.81667,0.03040463157894737,-184.22312,-96.95953684210527,184.22312,184.22312,0.0809961379310345,-133.25556,-91.90038620689656,133.25556,133.25556,0.1150433116883117,-136.28333,-88.49566883116884,136.28333,136.28333,0.048333,-9.51667,-95.16669999999999,9.51667,9.51667,0.06120174129353234,-566.09535,-93.87982587064677,566.09535,566.09535,26090 26091
SF Count,24115,24112,sfmta43,Core/CBD,Col,431.83273,691.44745,385.73627,296.28372,34.58059,1839.88076,1.0,4.0,2715.0,396.0,911.0,624.0,755.0,29.0,1.090486691919192,35.832730000000026,9.048669191919197,35.832730000000026,35.832730000000026,0.7589982985729967,-219.55255,-24.10017014270033,219.55255,219.55255,0.6181670993589743,-238.26373,-38.183290064102565,238.26373,238.26373,0.3924287682119206,-458.71628,-60.757123178807944,458.71628,458.71628,1.1924341379310346,5.580590000000001,19.24341379310345,5.580590000000001,5.580590000000001,0.6776724714548803,-875.11924,-32.23275285451197,875.11924,875.11924,24115 24112
SF Count,24112,24115,sfmta44,Core/CBD,Col,206.5455,590.12909,640.57611,351.38644,22.44899,1811.0861300000001,1.0,4.0,3000.0,328.0,955.0,772.0,921.0,24.0,0.6297118902439025,-121.4545,-37.02881097560976,121.4545,121.4545,0.617936219895288,-364.87091,-38.206378010471205,364.87091,364.87091,0.8297618005181346,-131.42389000000003,-17.02381994818653,131.42389000000003,131.42389000000003,0.38152707926167206,-569.61356,-61.84729207383279,569.61356,569.61356,0.9353745833333332,-1.5510100000000016,-6.462541666666673,1.5510100000000016,1.5510100000000016,0.6036953766666667,-1188.9138699999999,-39.63046233333333,1188.9138699999999,1188.9138699999999,24112 24115
SF Count,24111,24082,sfmta45,Core/CBD,Col,300.9816,352.78241,233.77599,206.2095,23.01887,1116.7683700000002,1.0,4.0,2716.0,363.0,1023.0,539.0,745.0,46.0,0.8291504132231405,-62.018399999999986,-17.084958677685947,62.018399999999986,62.018399999999986,0.34485084066471167,-670.21759,-65.51491593352884,670.21759,670.21759,0.43372168831168834,-305.22401,-56.62783116883118,305.22401,305.22401,0.27679127516778523,-538.7905000000001,-72.32087248322149,538.7905000000001,538.7905000000001,0.5004102173913043,-22.98113,-49.958978260869564,22.98113,22.98113,0.4111812849779088,-1599.2316299999998,-58.88187150220913,1599.2316299999998,1599.2316299999998,24111 24082
SF Count,24082,24111,sfmta46,Core/CBD,Col,184.01793,405.46826,376.16452,270.27002,21.58741,1257.50814,1.0,4.0,2403.0,258.0,883.0,507.0,704.0,51.0,0.7132477906976744,-73.98207,-28.675220930232552,73.98207,73.98207,0.4591939524348811,-477.53174,-54.080604756511896,477.53174,477.53174,0.7419418540433925,-130.83548000000002,-25.805814595660753,130.83548000000002,130.83548000000002,0.3839062784090909,-433.72998,-61.60937215909092,433.72998,433.72998,0.4232825490196078,-29.41259,-57.67174509803922,29.41259,29.41259,0.5233075905118602,-1145.49186,-47.669240948813986,1145.49186,1145.49186,24082 24111
SF Count,25631,25630,sfmta47,Core/CBD,Col,586.28778,1215.97217,490.60992,685.80164,125.23592,3103.90743,1.0,4.0,1611.0,342.0,525.0,397.0,329.0,18.0,1.7142917543859648,244.28778,71.42917543859649,244.28778,244.28778,2.3161374666666665,690.97217,131.61374666666669,690.97217,690.97217,1.235793249370277,93.60991999999999,23.579324937027703,93.60991999999999,93.60991999999999,2.084503465045593,356.80164,108.45034650455926,356.80164,356.80164,6.957551111111111,107.23592,595.7551111111111,107.23592,107.23592,1.926696108007449,1492.9074300000002,92.66961080074489,1492.9074300000002,1492.9074300000002,25631 25630
SF Count,25631,25630,sfmta49,Core/CBD,Col,586.28778,1215.97217,490.60992,685.80164,125.23592,3103.90743,1.0,4.0,1611.0,342.0,525.0,397.0,329.0,18.0,1.7142917543859648,244.28778,71.42917543859649,244.28778,244.28778,2.3161374666666665,690.97217,131.61374666666669,690.97217,690.97217,1.235793249370277,93.60991999999999,23.579324937027703,93.60991999999999,93.60991999999999,2.084503465045593,356.80164,108.45034650455926,356.80164,356.80164,6.957551111111111,107.23592,595.7551111111111,107.23592,107.23592,1.926696108007449,1492.9074300000002,92.66961080074489,1492.9074300000002,1492.9074300000002,25631 25630
SF Count,25630,25631,sfmta48,Core/CBD,Col,530.51752,1499.54456,636.89801,926.19348,79.44997,3672.60354,1.0,4.0,1793.0,317.0,525.0,481.0,450.0,20.0,1.6735568454258676,213.51752,67.35568454258674,213.51752,213.51752,2.8562753523809525,974.54456,185.62753523809525,974.54456,974.54456,1.324112286902287,155.89801,32.41122869022869,155.89801,155.89801,2.0582077333333335,476.19348,105.82077333333334,476.19348,476.19348,3.9724984999999995,59.44996999999999,297.2498499999999,59.44996999999999,59.44996999999999,2.048300914668154,1879.60354,104.83009146681539,1879.60354,1879.60354,25630 25631
SF Count,25630,25631,sfmta56,Core/CBD,Col,530.51752,1499.54456,636.89801,926.19348,79.44997,3672.60354,1.0,4.0,1793.0,317.0,525.0,481.0,450.0,20.0,1.6735568454258676,213.51752,67.35568454258674,213.51752,213.51752,2.8562753523809525,974.54456,185.62753523809525,974.54456,974.54456,1.324112286902287,155.89801,32.41122869022869,155.89801,155.89801,2.0582077333333335,476.19348,105.82077333333334,476.19348,476.19348,3.9724984999999995,59.44996999999999,297.2498499999999,59.44996999999999,59.44996999999999,2.048300914668154,1879.60354,104.83009146681539,1879.60354,1879.60354,25630 25631
SF Count,25630,25626,sfmta50,Core/CBD,Col,553.79871,1130.06409,438.72177,679.60791,124.75361,2926.94609,1.0,4.0,1738.5,388.5,623.0,378.5,334.5,14.0,1.425479305019305,165.29871000000003,42.54793050193051,165.29871000000003,165.29871000000003,1.8139070465489568,507.0640900000001,81.39070465489567,507.0640900000001,507.0640900000001,1.159106393659181,60.22176999999999,15.910639365918094,60.22176999999999,60.22176999999999,2.0317127354260087,345.10790999999995,103.17127354260087,345.10790999999995,345.10790999999995,8.910972142857142,110.75361,791.0972142857142,110.75361,110.75361,1.6836043083117629,1188.44609,68.3604308311763,1188.44609,1188.44609,25630 25626
SF Count,25626,25624,sfmta51,Core/CBD,Col,520.28918,1166.6803,458.40778,708.53064,128.13127,2982.03917,1.0,4.0,1738.5,388.5,623.0,378.5,334.5,14.0,1.3392256885456886,131.78918,33.92256885456885,131.78918,131.78918,1.872681059390048,543.6803,87.26810593900481,543.6803,543.6803,1.2111169881109642,79.90778,21.11169881109643,79.90778,79.90778,2.1181782959641255,374.03063999999995,111.81782959641254,374.03063999999995,374.03063999999995,9.152233571428571,114.13127,815.2233571428571,114.13127,114.13127,1.7152943169398907,1243.53917,71.52943169398908,1243.53917,1243.53917,25626 25624
